treatment,sub,rep,rfu,time,date,day ,exp.time,exp.date,fluorophore
E,1,2,1249.34,13:16,2/9/17,2,10:44,2/9/17,AMC
E,1,2,1250.16,12:53,2/9/17,2,10:44,2/9/17,AMC
E,1,2,1263.67,11:56,2/9/17,2,10:44,2/9/17,AMC
E,1,2,1481.99,10:55,2/9/17,2,10:44,2/9/17,AMC
C,1,1,9107.6,12:29,2/8/17,1,11:22,2/8/17,AMC
B,2,3,9974.64,12:26,2/10/17,3,11:32,2/10/17,AMC
E,3,2,10730.45,10:50,2/13/17,6,10:08,2/13/17,AMC
F,3,3,11114.39,10:35,2/22/17,15,9:41,2/22/17,AMC
C,3,2,12068.89,10:41,2/15/17,8,9:58,2/15/17,AMC
D,3,3,13095.81,10:43,2/15/17,8,9:58,2/15/17,AMC
A,3,3,321659.34,12:08,2/13/17,6,10:08,2/13/17,AMC
A,2,3,14151.43,11:35,2/20/17,13,11:01,2/20/17,AMC
F,2,1,20573.43,11:59,2/9/17,2,10:44,2/9/17,AMC
F,2,1,21289.7,12:57,2/9/17,2,10:44,2/9/17,AMC
F,2,1,21313.36,10:58,2/9/17,2,10:44,2/9/17,AMC
F,2,1,21503.74,13:20,2/9/17,2,10:44,2/9/17,AMC
E,2,3,30636.12,13:16,2/8/17,1,11:22,2/8/17,AMC
F,1,3,31366.88,9:50,2/22/17,15,9:41,2/22/17,AMC
C,2,3,44161.05,10:13,2/13/17,6,10:08,2/13/17,AMC
F,2,2,46639.05,11:00,2/9/17,2,10:44,2/9/17,AMC
F,2,2,47081.18,13:20,2/9/17,2,10:44,2/9/17,AMC
F,2,2,47140.95,11:59,2/9/17,2,10:44,2/9/17,AMC
F,2,2,47612.9,12:57,2/9/17,2,10:44,2/9/17,AMC
C,1,2,47697.93,10:12,2/13/17,6,10:08,2/13/17,AMC
F,1,2,48351.52,11:58,2/9/17,2,10:44,2/9/17,AMC
F,1,2,48352.27,10:58,2/9/17,2,10:44,2/9/17,AMC
F,1,1,48549.05,11:58,2/9/17,2,10:44,2/9/17,AMC
F,1,2,48562.23,12:56,2/9/17,2,10:44,2/9/17,AMC
F,1,2,48638.05,13:19,2/9/17,2,10:44,2/9/17,AMC
F,1,1,49228.83,10:58,2/9/17,2,10:44,2/9/17,AMC
F,1,1,49444.72,12:56,2/9/17,2,10:44,2/9/17,AMC
F,1,1,49865.46,13:19,2/9/17,2,10:44,2/9/17,AMC
C,1,2,50269.79,10:45,2/13/17,6,10:08,2/13/17,AMC
F,2,3,50825.55,12:10,2/8/17,1,11:22,2/8/17,AMC
F,2,3,50836.7,11:36,2/8/17,1,11:22,2/8/17,AMC
F,2,3,51011.21,12:37,2/8/17,1,11:22,2/8/17,AMC
E,1,3,51468.77,10:17,2/13/17,6,10:08,2/13/17,AMC
F,2,3,51954.54,13:19,2/8/17,1,11:22,2/8/17,AMC
E,2,2,52252.75,9:48,2/22/17,15,9:41,2/22/17,AMC
C,1,1,52271.85,10:49,2/9/17,2,10:44,2/9/17,AMC
E,1,3,53101.21,10:49,2/13/17,6,10:08,2/13/17,AMC
E,1,2,53480.29,9:48,2/22/17,15,9:41,2/22/17,AMC
E,1,3,53645.71,11:45,2/10/17,3,11:32,2/10/17,AMC
F,2,2,53847.45,11:36,2/8/17,1,11:22,2/8/17,AMC
F,2,2,54081.28,12:10,2/8/17,1,11:22,2/8/17,AMC
E,1,2,54326.45,10:16,2/13/17,6,10:08,2/13/17,AMC
F,2,2,54384.34,12:37,2/8/17,1,11:22,2/8/17,AMC
C,1,2,54423.49,11:17,2/13/17,6,10:08,2/13/17,AMC
C,2,3,54610.78,10:46,2/13/17,6,10:08,2/13/17,AMC
D,2,1,54718.28,10:53,2/9/17,2,10:44,2/9/17,AMC
C,1,3,54747.73,11:10,2/20/17,13,11:01,2/20/17,AMC
E,1,2,54792.59,10:34,2/22/17,15,9:41,2/22/17,AMC
F,2,1,54892.03,11:36,2/8/17,1,11:22,2/8/17,AMC
F,2,1,54940.81,12:10,2/8/17,1,11:22,2/8/17,AMC
F,2,1,55208,12:37,2/8/17,1,11:22,2/8/17,AMC
F,2,2,55407.28,13:19,2/8/17,1,11:22,2/8/17,AMC
F,1,2,55464.84,10:20,2/13/17,6,10:08,2/13/17,AMC
E,1,2,55939.51,10:49,2/13/17,6,10:08,2/13/17,AMC
F,2,1,56017.11,13:18,2/8/17,1,11:22,2/8/17,AMC
E,1,3,56312.73,11:22,2/13/17,6,10:08,2/13/17,AMC
D,2,2,56363.68,9:46,2/22/17,15,9:41,2/22/17,AMC
C,1,3,56649.03,11:38,2/20/17,13,11:01,2/20/17,AMC
E,2,3,56947.15,9:49,2/22/17,15,9:41,2/22/17,AMC
C,1,3,57484.37,12:04,2/20/17,13,11:01,2/20/17,AMC
B,2,2,57580.86,10:48,2/9/17,2,10:44,2/9/17,AMC
B,2,1,57627.54,10:11,2/13/17,6,10:08,2/13/17,AMC
D,3,1,69913.4,12:31,2/10/17,3,11:32,2/10/17,AMC
D,1,3,58026.86,10:53,2/9/17,2,10:44,2/9/17,AMC
C,1,2,58056.37,10:50,2/9/17,2,10:44,2/9/17,AMC
B,1,2,58487.82,10:47,2/9/17,2,10:44,2/9/17,AMC
D,1,3,58567.37,10:15,2/13/17,6,10:08,2/13/17,AMC
D,1,1,58784.48,11:12,2/20/17,13,11:01,2/20/17,AMC
D,1,1,58903.12,10:14,2/13/17,6,10:08,2/13/17,AMC
E,1,2,59042.66,11:22,2/13/17,6,10:08,2/13/17,AMC
F,1,3,59227.65,10:58,2/9/17,2,10:44,2/9/17,AMC
E,2,3,59357.75,10:17,2/13/17,6,10:08,2/13/17,AMC
C,2,1,59389.21,9:45,2/22/17,15,9:41,2/22/17,AMC
B,1,3,59524.14,10:10,2/13/17,6,10:08,2/13/17,AMC
E,1,2,59741.62,12:16,2/22/17,15,9:41,2/22/17,AMC
C,2,3,60060.7,9:46,2/22/17,15,9:41,2/22/17,AMC
B,1,2,60106.75,9:44,2/22/17,15,9:41,2/22/17,AMC
E,2,1,60177.1,10:17,2/13/17,6,10:08,2/13/17,AMC
C,2,2,60235.98,10:13,2/13/17,6,10:08,2/13/17,AMC
E,3,1,60251.77,12:33,2/10/17,3,11:32,2/10/17,AMC
C,1,2,60257.3,12:10,2/13/17,6,10:08,2/13/17,AMC
D,2,3,60267.82,9:47,2/22/17,15,9:41,2/22/17,AMC
D,2,3,60349.47,10:16,2/13/17,6,10:08,2/13/17,AMC
E,1,1,60467.85,10:55,2/9/17,2,10:44,2/9/17,AMC
B,1,1,60470.77,10:47,2/9/17,2,10:44,2/9/17,AMC
D,1,2,60476.93,10:52,2/9/17,2,10:44,2/9/17,AMC
C,1,1,60535.34,11:08,2/20/17,13,11:01,2/20/17,AMC
B,1,3,60621.57,10:47,2/9/17,2,10:44,2/9/17,AMC
E,1,3,60802.93,9:48,2/22/17,15,9:41,2/22/17,AMC
C,1,3,60923.4,10:50,2/9/17,2,10:44,2/9/17,AMC
E,2,2,60925.35,10:17,2/13/17,6,10:08,2/13/17,AMC
F,2,3,60947.42,10:20,2/13/17,6,10:08,2/13/17,AMC
E,1,1,60973.15,9:47,2/22/17,15,9:41,2/22/17,AMC
D,2,2,60981.3,10:15,2/13/17,6,10:08,2/13/17,AMC
F,2,2,61167.39,11:48,2/10/17,3,11:32,2/10/17,AMC
D,1,1,61237,10:46,2/13/17,6,10:08,2/13/17,AMC
B,1,2,61309.16,10:10,2/13/17,6,10:08,2/13/17,AMC
B,2,3,61336.13,10:48,2/9/17,2,10:44,2/9/17,AMC
E,1,2,61469.45,12:30,2/22/17,15,9:41,2/22/17,AMC
F,2,1,61543.81,11:25,2/13/17,6,10:08,2/13/17,AMC
E,2,2,61561.27,10:34,2/22/17,15,9:41,2/22/17,AMC
B,2,2,61563.18,10:11,2/13/17,6,10:08,2/13/17,AMC
D,1,2,61577.61,9:46,2/22/17,15,9:41,2/22/17,AMC
F,1,2,61721.69,10:51,2/13/17,6,10:08,2/13/17,AMC
E,2,1,61753.07,9:48,2/22/17,15,9:41,2/22/17,AMC
D,2,1,61753.51,9:46,2/22/17,15,9:41,2/22/17,AMC
D,1,3,61772.94,10:47,2/13/17,6,10:08,2/13/17,AMC
B,1,3,61908.56,11:07,2/20/17,13,11:01,2/20/17,AMC
B,1,3,61909.14,9:44,2/22/17,15,9:41,2/22/17,AMC
C,1,2,62035.85,9:45,2/22/17,15,9:41,2/22/17,AMC
B,1,1,62120.63,9:43,2/22/17,15,9:41,2/22/17,AMC
C,1,2,62196.16,11:09,2/20/17,13,11:01,2/20/17,AMC
C,1,3,62265.68,13:08,2/20/17,13,11:01,2/20/17,AMC
E,1,3,62274.01,12:14,2/13/17,6,10:08,2/13/17,AMC
B,2,3,62305.68,10:11,2/13/17,6,10:08,2/13/17,AMC
C,2,2,62351.55,9:45,2/22/17,15,9:41,2/22/17,AMC
C,1,1,62572.09,11:37,2/20/17,13,11:01,2/20/17,AMC
B,2,1,62646.6,9:43,2/22/17,15,9:41,2/22/17,AMC
E,1,1,62737.29,10:34,2/22/17,15,9:41,2/22/17,AMC
B,1,2,62741.09,10:31,2/22/17,15,9:41,2/22/17,AMC
C,1,3,62853.48,9:45,2/22/17,15,9:41,2/22/17,AMC
A,1,2,62861.7,10:44,2/9/17,2,10:44,2/9/17,AMC
E,1,3,62875.84,10:34,2/22/17,15,9:41,2/22/17,AMC
F,1,2,62895.25,9:49,2/22/17,15,9:41,2/22/17,AMC
E,1,2,63194.74,12:14,2/13/17,6,10:08,2/13/17,AMC
C,1,1,63306.17,12:04,2/20/17,13,11:01,2/20/17,AMC
B,1,2,63329.88,11:06,2/20/17,13,11:01,2/20/17,AMC
B,1,3,63484.6,10:43,2/13/17,6,10:08,2/13/17,AMC
C,2,2,63603.34,20:51,2/9/17,2,10:44,2/9/17,AMC
D,1,1,63604.69,10:52,2/9/17,2,10:44,2/9/17,AMC
C,1,3,63654.65,11:38,2/10/17,3,11:32,2/10/17,AMC
E,1,3,63678.5,10:55,2/9/17,2,10:44,2/9/17,AMC
B,1,2,63757.63,10:43,2/13/17,6,10:08,2/13/17,AMC
C,1,2,63816.23,11:38,2/20/17,13,11:01,2/20/17,AMC
D,1,1,63946.62,11:19,2/13/17,6,10:08,2/13/17,AMC
C,1,1,63954.16,9:45,2/22/17,15,9:41,2/22/17,AMC
B,2,2,64032.61,9:44,2/22/17,15,9:41,2/22/17,AMC
B,1,3,64102.14,11:36,2/20/17,13,11:01,2/20/17,AMC
A,1,1,64104.78,10:44,2/9/17,2,10:44,2/9/17,AMC
B,1,1,64192.62,10:31,2/22/17,15,9:41,2/22/17,AMC
F,1,1,64244.44,9:49,2/22/17,15,9:41,2/22/17,AMC
E,1,2,64247.31,11:16,2/20/17,13,11:01,2/20/17,AMC
C,2,1,64397.75,10:13,2/13/17,6,10:08,2/13/17,AMC
E,2,3,64515.37,10:34,2/22/17,15,9:41,2/22/17,AMC
B,1,2,64605.6,11:36,2/20/17,13,11:01,2/20/17,AMC
B,2,1,64640.46,10:00,2/15/17,8,9:58,2/15/17,AMC
D,1,2,64654.05,10:33,2/22/17,15,9:41,2/22/17,AMC
C,1,2,64666,10:32,2/22/17,15,9:41,2/22/17,AMC
E,1,2,64899.58,10:07,2/15/17,8,9:58,2/15/17,AMC
C,2,3,64998.37,10:03,2/15/17,8,9:58,2/15/17,AMC
D,2,2,65013.33,10:33,2/22/17,15,9:41,2/22/17,AMC
B,1,2,65149.71,12:03,2/20/17,13,11:01,2/20/17,AMC
E,1,3,65158.51,11:16,2/20/17,13,11:01,2/20/17,AMC
C,2,1,65300.83,11:08,2/20/17,13,11:01,2/20/17,AMC
C,1,3,65323.61,10:33,2/22/17,15,9:41,2/22/17,AMC
C,1,2,65428.39,12:04,2/20/17,13,11:01,2/20/17,AMC
B,1,3,65448.86,12:03,2/20/17,13,11:01,2/20/17,AMC
D,1,1,65513.28,9:46,2/22/17,15,9:41,2/22/17,AMC
D,1,3,65539.43,9:47,2/22/17,15,9:41,2/22/17,AMC
E,2,1,65575.2,11:15,2/20/17,13,11:01,2/20/17,AMC
B,1,1,65606.14,11:04,2/20/17,13,11:01,2/20/17,AMC
B,1,3,65699.5,10:32,2/22/17,15,9:41,2/22/17,AMC
E,1,1,65750.93,10:16,2/13/17,6,10:08,2/13/17,AMC
F,1,1,65756.88,11:35,2/8/17,1,11:22,2/8/17,AMC
F,1,1,65871.54,12:09,2/8/17,1,11:22,2/8/17,AMC
C,1,1,65947.17,13:07,2/20/17,13,11:01,2/20/17,AMC
F,1,1,65947.43,12:36,2/8/17,1,11:22,2/8/17,AMC
E,1,3,66026.37,10:07,2/15/17,8,9:58,2/15/17,AMC
D,1,3,66119.12,11:13,2/20/17,13,11:01,2/20/17,AMC
D,2,1,66143.98,10:15,2/13/17,6,10:08,2/13/17,AMC
A,2,3,66191.42,9:43,2/22/17,15,9:41,2/22/17,AMC
E,1,2,66194.36,10:43,2/15/17,8,9:58,2/15/17,AMC
D,1,2,66266.62,10:05,2/15/17,8,9:58,2/15/17,AMC
C,1,1,66301.38,10:12,2/13/17,6,10:08,2/13/17,AMC
E,1,2,66308.15,12:06,2/20/17,13,11:01,2/20/17,AMC
D,1,2,66316.74,10:15,2/13/17,6,10:08,2/13/17,AMC
B,2,3,66329.29,9:44,2/22/17,15,9:41,2/22/17,AMC
E,1,2,66332.15,11:42,2/20/17,13,11:01,2/20/17,AMC
E,2,3,66550.68,10:50,2/13/17,6,10:08,2/13/17,AMC
E,1,3,66599.29,12:06,2/20/17,13,11:01,2/20/17,AMC
E,1,3,66707.35,11:42,2/20/17,13,11:01,2/20/17,AMC
E,2,3,66716.2,11:17,2/20/17,13,11:01,2/20/17,AMC
C,1,3,66728.21,10:13,2/13/17,6,10:08,2/13/17,AMC
E,1,3,66731.59,12:17,2/22/17,15,9:41,2/22/17,AMC
D,1,3,66768.03,11:19,2/13/17,6,10:08,2/13/17,AMC
E,1,3,66999.49,10:43,2/15/17,8,9:58,2/15/17,AMC
F,1,3,67006.04,11:18,2/20/17,13,11:01,2/20/17,AMC
F,1,1,67068.18,13:17,2/8/17,1,11:22,2/8/17,AMC
B,1,1,67124.55,11:35,2/20/17,13,11:01,2/20/17,AMC
B,1,2,67197.55,11:14,2/13/17,6,10:08,2/13/17,AMC
B,1,1,67378.15,10:10,2/13/17,6,10:08,2/13/17,AMC
E,1,1,67443.1,12:15,2/22/17,15,9:41,2/22/17,AMC
F,1,2,67527.75,12:09,2/8/17,1,11:22,2/8/17,AMC
D,1,1,67545.78,10:33,2/22/17,15,9:41,2/22/17,AMC
F,1,2,67710.39,11:35,2/8/17,1,11:22,2/8/17,AMC
E,3,1,67729.88,13:15,2/10/17,3,11:32,2/10/17,AMC
E,2,2,67776.39,11:16,2/20/17,13,11:01,2/20/17,AMC
F,1,2,67784.29,12:36,2/8/17,1,11:22,2/8/17,AMC
F,1,3,67876.1,11:36,2/8/17,1,11:22,2/8/17,AMC
D,1,3,67893.03,10:33,2/22/17,15,9:41,2/22/17,AMC
B,1,3,67962.91,11:14,2/13/17,6,10:08,2/13/17,AMC
B,2,1,68016.64,10:43,2/13/17,6,10:08,2/13/17,AMC
B,1,1,68054.39,12:09,2/22/17,15,9:41,2/22/17,AMC
F,1,3,68212.32,12:10,2/8/17,1,11:22,2/8/17,AMC
B,1,1,68275.92,12:03,2/20/17,13,11:01,2/20/17,AMC
E,2,1,68309.02,10:49,2/13/17,6,10:08,2/13/17,AMC
F,1,2,68362.71,11:47,2/10/17,3,11:32,2/10/17,AMC
F,1,1,68450.35,11:47,2/10/17,3,11:32,2/10/17,AMC
C,1,2,68453.44,12:12,2/22/17,15,9:41,2/22/17,AMC
D,2,1,68500.88,11:12,2/20/17,13,11:01,2/20/17,AMC
C,1,1,68555.93,10:32,2/22/17,15,9:41,2/22/17,AMC
F,1,1,68578.86,11:17,2/20/17,13,11:01,2/20/17,AMC
C,1,3,68615.78,11:29,2/8/17,1,11:22,2/8/17,AMC
B,1,2,68722.18,12:10,2/22/17,15,9:41,2/22/17,AMC
D,1,3,68747.21,12:05,2/20/17,13,11:01,2/20/17,AMC
E,2,1,68752.28,10:34,2/22/17,15,9:41,2/22/17,AMC
B,1,3,68771.57,11:27,2/8/17,1,11:22,2/8/17,AMC
A,1,1,68772.2,9:41,2/22/17,15,9:41,2/22/17,AMC
B,2,3,68790.46,10:01,2/15/17,8,9:58,2/15/17,AMC
D,1,1,68812.71,10:04,2/15/17,8,9:58,2/15/17,AMC
B,2,1,68827.85,11:05,2/20/17,13,11:01,2/20/17,AMC
F,1,3,68828.65,12:36,2/8/17,1,11:22,2/8/17,AMC
D,1,3,68862.98,11:40,2/20/17,13,11:01,2/20/17,AMC
B,1,3,68868.65,10:00,2/15/17,8,9:58,2/15/17,AMC
E,2,2,68880,10:49,2/13/17,6,10:08,2/13/17,AMC
D,1,2,68883.35,12:14,2/22/17,15,9:41,2/22/17,AMC
A,1,3,68921.89,10:45,2/9/17,2,10:44,2/9/17,AMC
B,2,2,69003.66,10:01,2/15/17,8,9:58,2/15/17,AMC
D,1,2,69024.21,11:13,2/20/17,13,11:01,2/20/17,AMC
D,1,1,69084.89,12:12,2/13/17,6,10:08,2/13/17,AMC
F,1,2,69106.96,13:18,2/8/17,1,11:22,2/8/17,AMC
E,1,1,69109.78,10:07,2/15/17,8,9:58,2/15/17,AMC
E,1,3,69125.18,12:31,2/22/17,15,9:41,2/22/17,AMC
A,1,3,69414.74,11:03,2/20/17,13,11:01,2/20/17,AMC
E,1,1,69427.28,10:48,2/13/17,6,10:08,2/13/17,AMC
C,1,2,69558.31,13:08,2/20/17,13,11:01,2/20/17,AMC
C,2,3,69708.4,11:18,2/13/17,6,10:08,2/13/17,AMC
A,1,3,69775.41,9:42,2/22/17,15,9:41,2/22/17,AMC
B,2,2,69789.18,10:43,2/13/17,6,10:08,2/13/17,AMC
E,2,2,69907.21,10:08,2/15/17,8,9:58,2/15/17,AMC
D,1,1,74377.69,11:41,2/10/17,3,11:32,2/10/17,AMC
F,1,3,69938.35,13:18,2/8/17,1,11:22,2/8/17,AMC
B,2,2,69974.2,11:06,2/20/17,13,11:01,2/20/17,AMC
F,2,3,69981.21,11:00,2/9/17,2,10:44,2/9/17,AMC
C,1,1,70049.78,10:02,2/15/17,8,9:58,2/15/17,AMC
C,2,1,70141.7,10:32,2/22/17,15,9:41,2/22/17,AMC
E,1,3,70165.41,11:23,2/15/17,8,9:58,2/15/17,AMC
F,1,3,70178.82,10:09,2/15/17,8,9:58,2/15/17,AMC
D,2,2,70180.19,10:05,2/15/17,8,9:58,2/15/17,AMC
C,1,3,70195.8,10:02,2/15/17,8,9:58,2/15/17,AMC
C,2,1,70259.87,10:50,2/9/17,2,10:44,2/9/17,AMC
D,1,2,70262,10:47,2/13/17,6,10:08,2/13/17,AMC
D,1,2,70264.8,10:41,2/15/17,8,9:58,2/15/17,AMC
E,1,1,70297.75,12:30,2/22/17,15,9:41,2/22/17,AMC
E,1,1,70380.21,10:43,2/15/17,8,9:58,2/15/17,AMC
D,1,1,70420.58,11:39,2/20/17,13,11:01,2/20/17,AMC
D,1,1,70434.03,10:41,2/15/17,8,9:58,2/15/17,AMC
B,1,2,70486.28,13:06,2/20/17,13,11:01,2/20/17,AMC
B,1,3,70512.12,10:38,2/15/17,8,9:58,2/15/17,AMC
D,2,3,70518.86,11:14,2/20/17,13,11:01,2/20/17,AMC
C,1,2,70536.57,11:29,2/8/17,1,11:22,2/8/17,AMC
E,1,1,70557.05,11:44,2/10/17,3,11:32,2/10/17,AMC
D,1,1,70638.74,12:05,2/20/17,13,11:01,2/20/17,AMC
C,1,3,70648.24,10:45,2/13/17,6,10:08,2/13/17,AMC
A,1,2,70654.15,9:42,2/22/17,15,9:41,2/22/17,AMC
E,3,1,70664.25,13:37,2/10/17,3,11:32,2/10/17,AMC
D,2,2,70692.57,11:13,2/20/17,13,11:01,2/20/17,AMC
B,1,1,70701.62,12:22,2/22/17,15,9:41,2/22/17,AMC
E,1,2,70727.2,13:10,2/20/17,13,11:01,2/20/17,AMC
E,2,1,70730.22,11:41,2/20/17,13,11:01,2/20/17,AMC
E,2,3,70740.47,10:08,2/15/17,8,9:58,2/15/17,AMC
C,2,2,70773.03,11:10,2/20/17,13,11:01,2/20/17,AMC
E,1,2,70777.07,11:23,2/15/17,8,9:58,2/15/17,AMC
B,1,3,70794.88,12:10,2/22/17,15,9:41,2/22/17,AMC
D,1,2,70802.71,12:05,2/20/17,13,11:01,2/20/17,AMC
F,1,2,70832,11:24,2/13/17,6,10:08,2/13/17,AMC
D,2,1,70849.94,10:05,2/15/17,8,9:58,2/15/17,AMC
E,1,1,70870.1,11:15,2/20/17,13,11:01,2/20/17,AMC
D,2,3,70918.14,10:34,2/22/17,15,9:41,2/22/17,AMC
C,1,1,70920.85,11:28,2/8/17,1,11:22,2/8/17,AMC
B,2,3,70954.26,11:07,2/20/17,13,11:01,2/20/17,AMC
C,1,3,70972.22,12:12,2/22/17,15,9:41,2/22/17,AMC
C,2,3,70996.02,11:11,2/20/17,13,11:01,2/20/17,AMC
D,2,1,71063.34,10:33,2/22/17,15,9:41,2/22/17,AMC
C,2,1,71113.84,11:37,2/20/17,13,11:01,2/20/17,AMC
C,1,1,71264.73,11:52,2/9/17,2,10:44,2/9/17,AMC
C,2,1,71331.51,10:03,2/15/17,8,9:58,2/15/17,AMC
E,1,3,71359.85,13:11,2/20/17,13,11:01,2/20/17,AMC
D,1,2,71425.96,11:39,2/20/17,13,11:01,2/20/17,AMC
C,1,1,71452.07,12:11,2/22/17,15,9:41,2/22/17,AMC
C,1,2,71502.31,12:25,2/22/17,15,9:41,2/22/17,AMC
C,2,3,71514.99,10:33,2/22/17,15,9:41,2/22/17,AMC
C,2,2,71525.46,10:45,2/13/17,6,10:08,2/13/17,AMC
F,1,3,71541.14,10:35,2/22/17,15,9:41,2/22/17,AMC
B,2,3,71544.81,10:44,2/13/17,6,10:08,2/13/17,AMC
C,1,1,71643.56,10:44,2/13/17,6,10:08,2/13/17,AMC
B,1,2,71679.44,11:35,2/10/17,3,11:32,2/10/17,AMC
B,1,2,71717.03,12:23,2/22/17,15,9:41,2/22/17,AMC
D,1,2,71953.11,12:28,2/22/17,15,9:41,2/22/17,AMC
E,2,1,71953.39,10:07,2/15/17,8,9:58,2/15/17,AMC
A,2,3,314950.9,12:08,2/13/17,6,10:08,2/13/17,AMC
D,2,3,72115.46,10:06,2/15/17,8,9:58,2/15/17,AMC
E,1,1,72157.66,12:06,2/20/17,13,11:01,2/20/17,AMC
C,2,3,72195.07,11:30,2/8/17,1,11:22,2/8/17,AMC
D,1,1,72196.99,12:13,2/22/17,15,9:41,2/22/17,AMC
C,1,2,72202.92,10:02,2/15/17,8,9:58,2/15/17,AMC
C,2,2,72222.71,10:03,2/15/17,8,9:58,2/15/17,AMC
D,2,2,72223.11,10:47,2/13/17,6,10:08,2/13/17,AMC
B,1,1,72318.73,11:26,2/8/17,1,11:22,2/8/17,AMC
E,1,1,72380.62,11:41,2/20/17,13,11:01,2/20/17,AMC
E,2,1,72416.23,12:06,2/20/17,13,11:01,2/20/17,AMC
C,2,2,72464.21,10:32,2/22/17,15,9:41,2/22/17,AMC
B,1,3,72796.12,13:07,2/20/17,13,11:01,2/20/17,AMC
B,1,2,72820.01,11:26,2/8/17,1,11:22,2/8/17,AMC
F,1,3,72844.85,11:46,2/20/17,13,11:01,2/20/17,AMC
D,1,3,72859.04,12:14,2/22/17,15,9:41,2/22/17,AMC
E,2,3,72926.33,10:57,2/9/17,2,10:44,2/9/17,AMC
D,1,3,72973.6,10:05,2/15/17,8,9:58,2/15/17,AMC
B,2,3,73027.79,11:27,2/8/17,1,11:22,2/8/17,AMC
B,1,1,73057.73,10:00,2/15/17,8,9:58,2/15/17,AMC
C,2,3,73070.92,11:39,2/10/17,3,11:32,2/10/17,AMC
A,1,2,73111.79,11:02,2/20/17,13,11:01,2/20/17,AMC
E,2,2,73308.7,11:45,2/10/17,3,11:32,2/10/17,AMC
B,2,1,73315.85,10:48,2/9/17,2,10:44,2/9/17,AMC
E,2,3,73340.93,11:43,2/20/17,13,11:01,2/20/17,AMC
B,2,1,73347.69,10:38,2/15/17,8,9:58,2/15/17,AMC
B,2,1,73376.63,10:31,2/22/17,15,9:41,2/22/17,AMC
B,1,2,73378.88,10:00,2/15/17,8,9:58,2/15/17,AMC
C,1,1,73422.71,11:37,2/10/17,3,11:32,2/10/17,AMC
F,2,2,73481.64,10:20,2/13/17,6,10:08,2/13/17,AMC
B,1,1,73540.62,10:42,2/13/17,6,10:08,2/13/17,AMC
D,1,2,73613.85,11:31,2/8/17,1,11:22,2/8/17,AMC
F,2,1,73646.59,12:34,2/10/17,3,11:32,2/10/17,AMC
B,1,2,73647.5,12:09,2/13/17,6,10:08,2/13/17,AMC
E,2,2,73723.38,12:16,2/22/17,15,9:41,2/22/17,AMC
D,2,3,73777.92,10:48,2/13/17,6,10:08,2/13/17,AMC
C,1,1,73807.8,10:39,2/15/17,8,9:58,2/15/17,AMC
C,1,1,73811.96,12:24,2/22/17,15,9:41,2/22/17,AMC
B,1,3,73843.22,11:15,2/15/17,8,9:58,2/15/17,AMC
E,2,2,73899.04,11:42,2/20/17,13,11:01,2/20/17,AMC
B,1,1,73900.58,13:06,2/20/17,13,11:01,2/20/17,AMC
D,1,3,74036.66,11:31,2/8/17,1,11:22,2/8/17,AMC
F,1,2,74091.3,10:09,2/15/17,8,9:58,2/15/17,AMC
D,1,1,74104.2,11:31,2/8/17,1,11:22,2/8/17,AMC
A,2,2,284071.81,12:07,2/13/17,6,10:08,2/13/17,AMC
D,3,1,82033.25,13:13,2/10/17,3,11:32,2/10/17,AMC
C,2,1,74133.73,12:04,2/20/17,13,11:01,2/20/17,AMC
E,1,3,74208.11,12:23,2/15/17,8,9:58,2/15/17,AMC
F,1,1,74258.42,12:07,2/20/17,13,11:01,2/20/17,AMC
C,1,3,74311.14,12:26,2/22/17,15,9:41,2/22/17,AMC
D,1,3,74341.25,12:12,2/13/17,6,10:08,2/13/17,AMC
D,1,1,74366.85,11:20,2/15/17,8,9:58,2/15/17,AMC
D,2,1,84007.21,11:42,2/10/17,3,11:32,2/10/17,AMC
D,1,1,74407,12:26,2/22/17,15,9:41,2/22/17,AMC
E,2,1,74530.5,10:56,2/9/17,2,10:44,2/9/17,AMC
E,2,3,74633.32,12:17,2/22/17,15,9:41,2/22/17,AMC
C,2,3,74677.64,10:51,2/9/17,2,10:44,2/9/17,AMC
D,2,1,74734.31,10:47,2/13/17,6,10:08,2/13/17,AMC
D,1,3,74757.93,13:09,2/20/17,13,11:01,2/20/17,AMC
A,1,1,74759.73,11:01,2/20/17,13,11:01,2/20/17,AMC
D,2,1,74806.04,11:39,2/20/17,13,11:01,2/20/17,AMC
A,1,2,74840.96,11:23,2/8/17,1,11:22,2/8/17,AMC
D,2,3,74858.69,10:54,2/9/17,2,10:44,2/9/17,AMC
B,1,3,74860,12:23,2/22/17,15,9:41,2/22/17,AMC
E,1,3,74878.26,11:33,2/8/17,1,11:22,2/8/17,AMC
D,1,2,74905.3,11:20,2/15/17,8,9:58,2/15/17,AMC
F,1,2,74907.25,11:18,2/20/17,13,11:01,2/20/17,AMC
E,1,2,74954.21,11:44,2/10/17,3,11:32,2/10/17,AMC
B,1,1,75012.93,10:37,2/15/17,8,9:58,2/15/17,AMC
B,1,2,75087.92,10:38,2/15/17,8,9:58,2/15/17,AMC
F,1,1,75088.85,10:35,2/22/17,15,9:41,2/22/17,AMC
D,1,3,75115.19,10:41,2/15/17,8,9:58,2/15/17,AMC
D,1,2,75175.63,13:09,2/20/17,13,11:01,2/20/17,AMC
